id,match,match_label,set,set_label,clue,solution,right,wrong,right_team,right_team_label,wrong_team,wrong_team_label,#
1,1,S01E01: Lapsed Psychologists [18 | 12] Knitters,1,Dishes made using eggs,MRN G,MERINGUE,"[4,5]",[],2,Knitters,,,1
1241,84,S06E01: Joinees [26 | 27] Draughtsmen,342,Biblical miracles,FD NGT HFVT HSN D,FEEDING THE FIVE THOUSAND,[],[],,,,,4
1242,84,S06E01: Joinees [26 | 27] Draughtsmen,343,Tiebreaker,THHN DSQ CKRT HNT HY,THE HAND IS QUICKER THAN THE EYE,[244],[],87,Draughtsmen,,,1
1243,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,344,Movies about sport,NV CTS,INVICTUS,[248],[],88,TEFL Teachers,,,1
1244,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,344,Movies about sport,G LMN GTHC B,GLEAMING THE CUBE,[],[],,,,,2
1245,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,344,Movies about sport,NT RN TN LVL VT,INTERNATIONAL VELVET,[251],[],89,IT Specialists,,,3
1246,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,344,Movies about sport,CLR NNN GS,COOL RUNNINGS,[251],[],89,IT Specialists,,,4
1247,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,345,Methods of advertising,S NDW CHB RD,SANDWICH BOARD,[250],[],89,IT Specialists,,,1
1248,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,345,Methods of advertising,DR CTML,DIRECT MAIL,"[247,248]",[],88,TEFL Teachers,,,2
1249,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,345,Methods of advertising,NT RST TL,INTERSTITIAL,[],[],,,,,3
1250,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,345,Methods of advertising,H NDT,HANDOUT,[249],[],89,IT Specialists,,,4
1251,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,346,Circus performers,BRBC KRD R,BAREBACK RIDER,[248],[],88,TEFL Teachers,,,1
1252,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,346,Circus performers,SCPR TST,ESCAPE ARTIST,[248],[],88,TEFL Teachers,,,2
1253,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,346,Circus performers,RLS T,AERIALIST,[],[],,,,,3
1254,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,346,Circus performers,F RTR,FIRE-EATER,[247],[],88,TEFL Teachers,,,4
1255,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,347,Gadgets,BB YMN TR,BABY MONITOR,[247],[],88,TEFL Teachers,,,1
1256,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,347,Gadgets,YL SHC RL RS,EYELASH CURLERS,[247],[],88,TEFL Teachers,,,2
1257,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,347,Gadgets,F TSP,FOOT SPA,[250],[],89,IT Specialists,,,3
1258,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,347,Gadgets,CNS RTR,COIN SORTER,[247],[],88,TEFL Teachers,,,4
1259,85,S06E02: TEFL Teachers [22 | 19] IT Specialists,348,African capitals,CR,CAIRO,[],[],,,,,1
1260,86,S06E03: Footballers [18 | 11] Second Violinists,349,Fundraising events,SP NS RDS WM,SPONSORED SWIM,[257],[],91,Second Violinists,,,1
1261,86,S06E03: Footballers [18 | 11] Second Violinists,349,Fundraising events,B RN GNDB YSL,BRING AND BUY SALE,[257],[],91,Second Violinists,,,2
1262,86,S06E03: Footballers [18 | 11] Second Violinists,349,Fundraising events,S LV CTN,SLAVE AUCTION,[],[],,,,,3
1263,86,S06E03: Footballers [18 | 11] Second Violinists,349,Fundraising events,CF FMRN NG,COFFEE MORNING,[],[],,,,,4
1264,86,S06E03: Footballers [18 | 11] Second Violinists,350,Racecourses in the UK,PS MDW NS,EPSOM DOWNS,[252],[],90,Footballers,,,1
1265,86,S06E03: Footballers [18 | 11] Second Violinists,350,Racecourses in the UK,D WNP TRC K,DOWNPATRICK,[254],[],90,Footballers,,,2
1266,86,S06E03: Footballers [18 | 11] Second Violinists,350,Racecourses in the UK,N WTNB BT,NEWTON ABBOT,[256],[],91,Second Violinists,,,3
1267,86,S06E03: Footballers [18 | 11] Second Violinists,350,Racecourses in the UK,NTR,AINTREE,[252],[],90,Footballers,,,4
1268,86,S06E03: Footballers [18 | 11] Second Violinists,351,Advocates of women's rights,S MNDB VR,SIMONE DE BEAUVOIR,[252],[],90,Footballers,,,1
1269,86,S06E03: Footballers [18 | 11] Second Violinists,351,Advocates of women's rights,MRS TPS,MARIE STOPES,[252],[],90,Footballers,,,2
1270,86,S06E03: Footballers [18 | 11] Second Violinists,351,Advocates of women's rights,SS NBNT HNY,SUSAN B. ANTHONY,[],[],,,,,3
1271,86,S06E03: Footballers [18 | 11] Second Violinists,351,Advocates of women's rights,M LYD VSN,EMILY DAVISON,[],[256],,,91,Second Violinists,4
1272,86,S06E03: Footballers [18 | 11] Second Violinists,352,Items in a first aid kit,RB BN GL CHL,RUBBING ALCOHOL,[256],[],91,Second Violinists,,,1
1273,86,S06E03: Footballers [18 | 11] Second Violinists,352,Items in a first aid kit,TR N GLRB NDG,TRIANGULAR BANDAGE,[252],[],90,Footballers,,,2
1274,86,S06E03: Footballers [18 | 11] Second Violinists,352,Items in a first aid kit,DHS VTP,ADHESIVE TAPE,[],[],,,,,3
1275,87,S06E04: Wordsmiths [19 | 16] Educators,353,Bedclothes,P TC HW RKQ LT,PATCHWORK QUILT,[262],[],93,Educators,,,1
1276,87,S06E04: Wordsmiths [19 | 16] Educators,353,Bedclothes,DRD WN,EIDERDOWN,[262],[],93,Educators,,,2
1277,87,S06E04: Wordsmiths [19 | 16] Educators,353,Bedclothes,CN TRP N,COUNTERPANE,[],[259],,,92,Wordsmiths,3
1278,87,S06E04: Wordsmiths [19 | 16] Educators,353,Bedclothes,LC TR CBLN KT,ELECTRIC BLANKET,[260],[],92,Wordsmiths,,,4
1279,87,S06E04: Wordsmiths [19 | 16] Educators,354,Careers that Barbie has tried,CN CR TPNS T,CONCERT PIANIST,[262],[],93,Educators,,,1
1280,87,S06E04: Wordsmiths [19 | 16] Educators,354,Careers that Barbie has tried,FSH ND TR,FASHION EDITOR,[],[258],,,92,Wordsmiths,2
1281,87,S06E04: Wordsmiths [19 | 16] Educators,354,Careers that Barbie has tried,P LNTL GST,PALEONTOLOGIST,[262],[],93,Educators,,,3
1282,87,S06E04: Wordsmiths [19 | 16] Educators,354,Careers that Barbie has tried,R BC SNST RC TR,AEROBICS INSTRUCTOR,[262],[],93,Educators,,,4
1283,87,S06E04: Wordsmiths [19 | 16] Educators,355,Architectural features,NTBLTR,ENTABLATURE,[],[],,,,,1
1284,87,S06E04: Wordsmiths [19 | 16] Educators,355,Architectural features,LGG,LOGGIA,[259],[],92,Wordsmiths,,,2
1285,87,S06E04: Wordsmiths [19 | 16] Educators,355,Architectural features,GV,OGIVE,[260],[],92,Wordsmiths,,,3
1286,87,S06E04: Wordsmiths [19 | 16] Educators,355,Architectural features,QTRFL,QUATREFOIL,[],[],,,,,4
1287,87,S06E04: Wordsmiths [19 | 16] Educators,356,Eurovision-winning acts,DNN TRN TNL,DANA INTERNATIONAL,[262],[],93,Educators,,,1
1288,87,S06E04: Wordsmiths [19 | 16] Educators,356,Eurovision-winning acts,LL,LULU,"[262,263]",[],93,Educators,,,2
1289,87,S06E04: Wordsmiths [19 | 16] Educators,356,Eurovision-winning acts,L RD,LORDI,[],[],,,,,3
1290,88,S06E05: Trenchermen [18 | 26] Numerists,357,Terms used in air travel,RSTW RD,AIR STEWARD,[267],[],95,Numerists,,,1
1291,88,S06E05: Trenchermen [18 | 26] Numerists,357,Terms used in air travel,VR SZDB GGG,OVERSIZED BAGGAGE,[269],[],95,Numerists,,,2
1292,88,S06E05: Trenchermen [18 | 26] Numerists,357,Terms used in air travel,SLST,AISLE SEAT,[268],[],95,Numerists,,,3
1293,88,S06E05: Trenchermen [18 | 26] Numerists,357,Terms used in air travel,BLC HNNL,BLUE CHANNEL,[266],[],94,Trenchermen,,,4
1294,88,S06E05: Trenchermen [18 | 26] Numerists,358,Major geographical features of Africa,CP FG DHP,CAPE OF GOOD HOPE,[268],[],95,Numerists,,,1
1295,88,S06E05: Trenchermen [18 | 26] Numerists,358,Major geographical features of Africa,LKM LW,LAKE MALAWI,[268],[],95,Numerists,,,2
1296,88,S06E05: Trenchermen [18 | 26] Numerists,358,Major geographical features of Africa,TL SMNT NS,ATLAS MOUNTAINS,[268],[],95,Numerists,,,3
1297,88,S06E05: Trenchermen [18 | 26] Numerists,358,Major geographical features of Africa,GR TRF TVL LY,GREAT RIFT VALLEY,[264],[],94,Trenchermen,,,4
1298,88,S06E05: Trenchermen [18 | 26] Numerists,359,Misers,RL PHN CK LBY,RALPH NICKLEBY,[264],[],94,Trenchermen,,,1
1299,88,S06E05: Trenchermen [18 | 26] Numerists,359,Misers,HR PGN,HARPAGON,[],[],,,,,2
1300,88,S06E05: Trenchermen [18 | 26] Numerists,359,Misers,SL SMRN R,SILAS MARNER,[268],[],95,Numerists,,,3
1301,88,S06E05: Trenchermen [18 | 26] Numerists,359,Misers,M NTG MR YBRN S,MONTGOMERY BURNS,[267],[],95,Numerists,,,4
1302,88,S06E05: Trenchermen [18 | 26] Numerists,360,Undergarments,BDC,BODICE,[269],[],95,Numerists,,,1
1303,88,S06E05: Trenchermen [18 | 26] Numerists,360,Undergarments,TH LT CSP PRT,ATHLETIC SUPPORT,[],[],,,,,2
1304,89,S06E06: Wintonians [34 | 18] Quitters,361,Reference works used by our question setters,XF R DNGLS HD CTN RY,OXFORD ENGLISH DICTIONARY,[271],[],96,Wintonians,,,1
1305,89,S06E06: Wintonians [34 | 18] Quitters,361,Reference works used by our question setters,W HSW H,WHO'S WHO,[272],[],96,Wintonians,,,2
1306,89,S06E06: Wintonians [34 | 18] Quitters,361,Reference works used by our question setters,WH TK RSL MNC K,WHITAKER'S ALMANACK,[271],[],96,Wintonians,,,3
1307,89,S06E06: Wintonians [34 | 18] Quitters,361,Reference works used by our question setters,F TBL LFRDM MS,FOOTBALL FOR DUMMIES,[],[273],,,97,Quitters,4
1308,89,S06E06: Wintonians [34 | 18] Quitters,362,Good sources of iron,ML SSS,MOLASSES,[274],[],97,Quitters,,,1
1309,89,S06E06: Wintonians [34 | 18] Quitters,362,Good sources of iron,GGY LKS,EGG YOLKS,[273],[],97,Quitters,,,2
1310,89,S06E06: Wintonians [34 | 18] Quitters,362,Good sources of iron,GR N LFYV GT BLS,GREEN LEAFY VEGETABLES,"[270,271]",[274],96,Wintonians,97,Quitters,3
1311,89,S06E06: Wintonians [34 | 18] Quitters,362,Good sources of iron,DR DFR T,DRIED FRUIT,[273],[],97,Quitters,,,4
1312,89,S06E06: Wintonians [34 | 18] Quitters,363,Stringed instruments,DB LB SS,DOUBLE BASS,[270],[],96,Wintonians,,,1
1313,89,S06E06: Wintonians [34 | 18] Quitters,363,Stringed instruments,BZK,BOUZOUKI,[273],[],97,Quitters,,,2
1314,89,S06E06: Wintonians [34 | 18] Quitters,363,Stringed instruments,D,OUD,[272],[],96,Wintonians,,,3
1315,89,S06E06: Wintonians [34 | 18] Quitters,363,Stringed instruments,CST CGT R,ACOUSTIC GUITAR,[273],[],97,Quitters,,,4
1316,89,S06E06: Wintonians [34 | 18] Quitters,364,Monsters from literature,GRN DL,GRENDEL,[271],[],96,Wintonians,,,1
1317,89,S06E06: Wintonians [34 | 18] Quitters,364,Monsters from literature,JBJ BBR D,JUBJUB BIRD,[],[271],,,96,Wintonians,2
1318,89,S06E06: Wintonians [34 | 18] Quitters,364,Monsters from literature,Q STNGB ST,QUESTING BEAST,[272],[],96,Wintonians,,,3
1319,89,S06E06: Wintonians [34 | 18] Quitters,364,Monsters from literature,THGR FF L,THE GRUFFALO,[],[],,,,,4
1320,90,S06E07: Scribes [31 | 13] Ciphers,365,Bread products,N GLS HMF FN,ENGLISH MUFFIN,[277],[],98,Scribes,,,1
1321,90,S06E07: Scribes [31 | 13] Ciphers,365,Bread products,FCCC,FOCACCIA,[277],[],98,Scribes,,,2
1322,90,S06E07: Scribes [31 | 13] Ciphers,365,Bread products,MTZ,MATZO,[281],[277],99,Ciphers,98,Scribes,3
1323,90,S06E07: Scribes [31 | 13] Ciphers,365,Bread products,RS HS DB RD,IRISH SODA BREAD,[277],[281],98,Scribes,99,Ciphers,4
1324,90,S06E07: Scribes [31 | 13] Ciphers,366,Family relations,DGH T RNLW,DAUGHTER-IN-LAW,[277],[],98,Scribes,,,1
1325,90,S06E07: Scribes [31 | 13] Ciphers,366,Family relations,GR TG RTG RN DFT HR,GREAT-GREAT-GRANDFATHER,[277],[281],98,Scribes,99,Ciphers,2
1326,90,S06E07: Scribes [31 | 13] Ciphers,366,Family relations,FR STC SNTW CRM VD,FIRST COUSIN TWICE REMOVED,[281],[],99,Ciphers,,,3
1327,90,S06E07: Scribes [31 | 13] Ciphers,366,Family relations,HL FSS TR,HALF-SISTER,[277],[],98,Scribes,,,4
1328,90,S06E07: Scribes [31 | 13] Ciphers,367,Legends of baseball,J DMG G,JOE DIMAGGIO,[281],[],99,Ciphers,,,1
1329,90,S06E07: Scribes [31 | 13] Ciphers,367,Legends of baseball,H NKR N,HANK AARON,[277],[],98,Scribes,,,2
1330,90,S06E07: Scribes [31 | 13] Ciphers,367,Legends of baseball,MR KMC G WR,MARK MCGWIRE,[],[277],,,98,Scribes,3
1331,90,S06E07: Scribes [31 | 13] Ciphers,367,Legends of baseball,Y GB RR,YOGI BERRA,[277],[],98,Scribes,,,4
1332,90,S06E07: Scribes [31 | 13] Ciphers,368,Famous flower paintings,WT RLL S,WATER LILIES,[281],[],99,Ciphers,,,1
1333,90,S06E07: Scribes [31 | 13] Ciphers,368,Famous flower paintings,RSS,IRISES,[277],[],98,Scribes,,,2
1334,90,S06E07: Scribes [31 | 13] Ciphers,368,Famous flower paintings,THH BSC STR,THE HIBISCUS TREE,[277],[],98,Scribes,,,3
1335,90,S06E07: Scribes [31 | 13] Ciphers,368,Famous flower paintings,CR NTN LL YLLYR S,"CARNATION, LILY, LILY, ROSE",[281],[],99,Ciphers,,,4
1336,90,S06E07: Scribes [31 | 13] Ciphers,369,Angry Young Men,KN GSL YMS,KINGSLEY AMIS,[277],[],98,Scribes,,,1
1337,90,S06E07: Scribes [31 | 13] Ciphers,369,Angry Young Men,LNS LLT,ALAN SILLITOE,[],[],,,,,2
1338,91,S06E08: Accountants [8 | 33] Cinephiles,370,Comedians born in Wales,RH DGL BRT,RHOD GILBERT,[234],[],101,Cinephiles,,,1
1339,91,S06E08: Accountants [8 | 33] Cinephiles,370,Comedians born in Wales,SRHR RYS CMB,SIR HARRY SECOMBE,[285],[],101,Cinephiles,,,2
1340,91,S06E08: Accountants [8 | 33] Cinephiles,370,Comedians born in Wales,HL NLD RR,HELEN LEDERER,[234],[],101,Cinephiles,,,3
1341,91,S06E08: Accountants [8 | 33] Cinephiles,370,Comedians born in Wales,PLW HT HS,PAUL WHITEHOUSE,[283],[],100,Accountants,,,4
1342,91,S06E08: Accountants [8 | 33] Cinephiles,371,Analgesics,CDN,CODEINE,[283],[],100,Accountants,,,1
1343,91,S06E08: Accountants [8 | 33] Cinephiles,371,Analgesics,HRN,HEROIN,[283],[],100,Accountants,,,2
1344,91,S06E08: Accountants [8 | 33] Cinephiles,371,Analgesics,C TYL SL CYL CCD,ACETYLSALICYLIC ACID,[234],[],101,Cinephiles,,,3
1345,91,S06E08: Accountants [8 | 33] Cinephiles,371,Analgesics,BP RFN,IBUPROFEN,[283],[],100,Accountants,,,4
1346,91,S06E08: Accountants [8 | 33] Cinephiles,372,World-famous golf courses,CR NST,CARNOUSTIE,"[285,234]",[],101,Cinephiles,,,1
1347,91,S06E08: Accountants [8 | 33] Cinephiles,372,World-famous golf courses,GST NTN L,AUGUSTA NATIONAL,[234],[],101,Cinephiles,,,2
1348,91,S06E08: Accountants [8 | 33] Cinephiles,372,World-famous golf courses,RY LPR TRS H,ROYAL PORTRUSH,[],[283],,,100,Accountants,3
1349,91,S06E08: Accountants [8 | 33] Cinephiles,372,World-famous golf courses,LDC RS,OLD COURSE,[],[],,,,,4
1350,91,S06E08: Accountants [8 | 33] Cinephiles,373,Cat breeds,BY SS NN,ABYSSINIAN,[234],[],101,Cinephiles,,,1
1351,91,S06E08: Accountants [8 | 33] Cinephiles,373,Cat breeds,SMS,SIAMESE,[282],[],100,Accountants,,,2
1352,91,S06E08: Accountants [8 | 33] Cinephiles,373,Cat breeds,MN CN,MAINE COON,[234],[],101,Cinephiles,,,3
1353,91,S06E08: Accountants [8 | 33] Cinephiles,373,Cat breeds,RS SNB L,RUSSIAN BLUE,[234],[],101,Cinephiles,,,4
1354,92,S06E09: Draughtsmen [28 | 14] Numerists,374,Fictional roads,D GNL LY,DIAGON ALLEY,[243],[],87,Draughtsmen,,,1
1355,92,S06E09: Draughtsmen [28 | 14] Numerists,374,Fictional roads,W STRL N,WISTERIA LANE,[267],[],95,Numerists,,,2
1356,92,S06E09: Draughtsmen [28 | 14] Numerists,374,Fictional roads,RS MNDS TRT,ROSAMUND STREET,[267],[],95,Numerists,,,3
1357,92,S06E09: Draughtsmen [28 | 14] Numerists,374,Fictional roads,G RTSTR D,GREAT EAST ROAD,[],[269],,,95,Numerists,4
1358,92,S06E09: Draughtsmen [28 | 14] Numerists,375,Types of aircraft,HL CPT RGN SH P,HELICOPTER GUNSHIP,[243],[],87,Draughtsmen,,,1
1359,92,S06E09: Draughtsmen [28 | 14] Numerists,375,Types of aircraft,BPL N,BIPLANE,[268],[],95,Numerists,,,2
1360,92,S06E09: Draughtsmen [28 | 14] Numerists,375,Types of aircraft,TGR,AUTOGIRO (accepted TIGER),[267],[],95,Numerists,,,3
1361,92,S06E09: Draughtsmen [28 | 14] Numerists,375,Types of aircraft,DRG BL,DIRIGIBLE,[269],[],95,Numerists,,,4
1362,92,S06E09: Draughtsmen [28 | 14] Numerists,376,Words describing European citizens,S TRN,AUSTRIAN,[268],[],95,Numerists,,,1
1363,92,S06E09: Draughtsmen [28 | 14] Numerists,376,Words describing European citizens,M NXW MN,MANXWOMAN,[268],[],95,Numerists,,,2
1364,92,S06E09: Draughtsmen [28 | 14] Numerists,376,Words describing European citizens,MNG SQ,MONÉGASQUE,[268],[],95,Numerists,,,3
1365,92,S06E09: Draughtsmen [28 | 14] Numerists,376,Words describing European citizens,W LLN,WALLOON,"[243,244]",[],87,Draughtsmen,,,4
1366,92,S06E09: Draughtsmen [28 | 14] Numerists,377,Previous teams on 'Only Connect',RCHR SD MRRS,ARCHERS ADMIRERS,[],[],,,,,1
1367,93,S06E10: Footballers [20 | 19] Cinephiles,378,Four names for the same thing,PNT HR,PANTHER,[234],[],101,Cinephiles,,,1
1368,93,S06E10: Footballers [20 | 19] Cinephiles,378,Four names for the same thing,CGR,COUGAR,[234],[],101,Cinephiles,,,2
1369,93,S06E10: Footballers [20 | 19] Cinephiles,378,Four names for the same thing,MN TNL N,MOUNTAIN LION,[252],[],90,Footballers,,,3
1370,93,S06E10: Footballers [20 | 19] Cinephiles,378,Four names for the same thing,PM,PUMA,[234],[],101,Cinephiles,,,4
1371,93,S06E10: Footballers [20 | 19] Cinephiles,379,2012 Olympic venues,HR SGRD SPR D,HORSE GUARDS PARADE,[254],[],90,Footballers,,,1
1372,93,S06E10: Footballers [20 | 19] Cinephiles,379,2012 Olympic venues,R YLRT LLR YBRR CKS,ROYAL ARTILLERY BARRACKS,[252],[],90,Footballers,,,2
1373,93,S06E10: Footballers [20 | 19] Cinephiles,379,2012 Olympic venues,TNDR NY,ETON DORNEY,[234],[],101,Cinephiles,,,3
1374,93,S06E10: Footballers [20 | 19] Cinephiles,379,2012 Olympic venues,RL SCR T,EARLS COURT,[],"[252,253]",,,90,Footballers,4
1375,93,S06E10: Footballers [20 | 19] Cinephiles,380,Things represented by 'OC',RN GCN TY,ORANGE COUNTY,[234],[],101,Cinephiles,,,1
1376,93,S06E10: Footballers [20 | 19] Cinephiles,380,Things represented by 'OC',LDC RTH SN,OLD CARTHUSIAN,[],[],,,,,2
1377,93,S06E10: Footballers [20 | 19] Cinephiles,380,Things represented by 'OC',TW L VNH XDCM L,TWELVE IN HEXADECIMAL,[234],[253],101,Cinephiles,90,Footballers,3
1378,93,S06E10: Footballers [20 | 19] Cinephiles,380,Things represented by 'OC',FFC RC MM ND NG,OFFICER COMMANDING,[],[],,,,,4
1379,94,S06E11: TEFL Teachers [9 | 27] Scribes,381,Paralympians,SC RPST RS,OSCAR PISTORIUS,[277],[247],98,Scribes,88,TEFL Teachers,1
1380,94,S06E11: TEFL Teachers [9 | 27] Scribes,381,Paralympians,P TRN RFL K,PETER NORFOLK,[],[],,,,,2
1381,94,S06E11: TEFL Teachers [9 | 27] Scribes,381,Paralympians,TRS CHZ RN,TRISCHA ZORN,[],[],,,,,3
1382,94,S06E11: TEFL Teachers [9 | 27] Scribes,381,Paralympians,TN NG R YTH MPSN,TANNI GREY-THOMPSON,[277],[],98,Scribes,,,4
1383,94,S06E11: TEFL Teachers [9 | 27] Scribes,382,Inventions from Canada,TRV LPR ST,TRIVIAL PURSUIT,[],[],,,,,1
1384,94,S06E11: TEFL Teachers [9 | 27] Scribes,382,Inventions from Canada,NST NTM SH DPTTS,INSTANT MASHED POTATOES,[],[],,,,,2
1385,94,S06E11: TEFL Teachers [9 | 27] Scribes,382,Inventions from Canada,PNTR LLR,PAINT ROLLER,[277],[],98,Scribes,,,3
1386,94,S06E11: TEFL Teachers [9 | 27] Scribes,382,Inventions from Canada,WN DRBR,WONDERBRA,[277],[],98,Scribes,,,4
1387,94,S06E11: TEFL Teachers [9 | 27] Scribes,383,Botanists,ND RSD HL,ANDERS DAHL,[277],[],98,Scribes,,,1
1388,94,S06E11: TEFL Teachers [9 | 27] Scribes,383,Botanists,PL NYT H LDR,PLINY THE ELDER,[277],[],98,Scribes,,,2
1389,94,S06E11: TEFL Teachers [9 | 27] Scribes,383,Botanists,CR LL NN S,CARL LINNAEUS,[247],[],88,TEFL Teachers,,,3
1390,94,S06E11: TEFL Teachers [9 | 27] Scribes,383,Botanists,D VDB LLM Y,DAVID BELLAMY,[277],[],98,Scribes,,,4
1391,94,S06E11: TEFL Teachers [9 | 27] Scribes,384,Internet memes,RC KR LLN G,RICKROLLING,[247],[],88,TEFL Teachers,,,1
1392,94,S06E11: TEFL Teachers [9 | 27] Scribes,384,Internet memes,WL LTB LN D,WILL IT BLEND?,[],[],,,,,2
1393,95,S00E14: Goldfingers [21 | 26] Fowls,385,Inflammations,TN NS LBW,TENNIS ELBOW,[292],[],103,Fowls,,,1
1394,95,S00E14: Goldfingers [21 | 26] Fowls,385,Inflammations,S HNSP LNTS,SHIN SPLINTS,[287],[],102,Goldfingers,,,2
1395,95,S00E14: Goldfingers [21 | 26] Fowls,385,Inflammations,HSM D SKN,HOUSEMAID'S KNEE,[],[],,,,,3
1396,95,S00E14: Goldfingers [21 | 26] Fowls,385,Inflammations,JGG RSN PPL,JOGGER'S NIPPLE,[290],[],103,Fowls,,,4
1397,95,S00E14: Goldfingers [21 | 26] Fowls,386,Celebrities who were cartoonists,BBM NK HS,BOB MONKHOUSE,[290],[],103,Fowls,,,1
1398,95,S00E14: Goldfingers [21 | 26] Fowls,386,Celebrities who were cartoonists,FD RCF LLN,FEDERICO FELLINI,[],[],,,,,2
1399,95,S00E14: Goldfingers [21 | 26] Fowls,386,Celebrities who were cartoonists,C HR LBR KR,CHARLIE BROOKER,[287],[290],102,Goldfingers,103,Fowls,3
1400,95,S00E14: Goldfingers [21 | 26] Fowls,386,Celebrities who were cartoonists,HM PHR YLY TTL TN,HUMPHREY LYTTELTON,[292],[],103,Fowls,,,4
1401,95,S00E14: Goldfingers [21 | 26] Fowls,387,'50 Ways to Leave Your Lover',YD NTN DTBC YRY,"YOU DON'T NEED TO BE COY, ROY",[292],[],103,Fowls,,,1
1402,95,S00E14: Goldfingers [21 | 26] Fowls,387,'50 Ways to Leave Your Lover',HPNT HB SGS,"HOP ON THE BUS, GUS",[292],[],103,Fowls,,,2
1403,95,S00E14: Goldfingers [21 | 26] Fowls,387,'50 Ways to Leave Your Lover',M KNW PL NSTN,"MAKE A NEW PLAN, STAN",[292],[],103,Fowls,,,3
1404,95,S00E14: Goldfingers [21 | 26] Fowls,387,'50 Ways to Leave Your Lover',JS TDR PFFT HKYL,"JUST DROP OFF THE KEY, LEE",[292],[],103,Fowls,,,4
1405,95,S00E14: Goldfingers [21 | 26] Fowls,388,Quotations from 'Hamlet',BR VT YST HSLFWT,BREVITY IS THE SOUL OF WIT,[],[],,,,,1
1406,96,S06E12: Wintonians [17 | 19] Wordsmiths,389,Parents of twins,DN SND MR GRT THT CHR,DENIS AND MARGARET THATCHER,[258],[],92,Wordsmiths,,,1
1407,96,S06E12: Wintonians [17 | 19] Wordsmiths,389,Parents of twins,SCN DRB KH,ISAAC AND REBEKAH,[272],[],96,Wintonians,,,2
1408,96,S06E12: Wintonians [17 | 19] Wordsmiths,389,Parents of twins,BR DPT TNDN GL NJL,BRAD PITT AND ANGELINA JOLIE,[272],[],96,Wintonians,,,3
1409,96,S06E12: Wintonians [17 | 19] Wordsmiths,389,Parents of twins,MR KNTN YNDCL PTR,MARK ANTONY AND CLEOPATRA,[272],[],96,Wintonians,,,4
1410,96,S06E12: Wintonians [17 | 19] Wordsmiths,390,Beauty and toiletry products,YSH DW,EYE SHADOW,"[270,272]",[],96,Wintonians,,,1
1411,96,S06E12: Wintonians [17 | 19] Wordsmiths,390,Beauty and toiletry products,MSCR,MASCARA,"[270,272]",[],96,Wintonians,,,2
1412,96,S06E12: Wintonians [17 | 19] Wordsmiths,390,Beauty and toiletry products,C LGN,COLOGNE,[259],[],92,Wordsmiths,,,3
1413,96,S06E12: Wintonians [17 | 19] Wordsmiths,390,Beauty and toiletry products,NTP RSP RNT,ANTIPERSPIRANT,"[270,272]",[],96,Wintonians,,,4
